                Time                    D                   S1                   S2                   S3                    E                  E_i                  E_k                  E_g
  1.510000000000E+00   1.226040000000E+01   1.226040000000E+00   0.000000000000E+00   0.000000000000E+00   2.506130200000E+01   2.500000000000E+01   6.130200000000E-02   0.000000000000E+00
  1.520000000000E+00   1.226080000000E+01   1.226080000000E+00   0.000000000000E+00   0.000000000000E+00   2.506130400000E+01   2.500000000000E+01   6.130400000000E-02   0.000000000000E+00
  1.530000000000E+00   1.226120000000E+01   1.226120000000E+00   0.000000000000E+00   0.000000000000E+00   2.506130600000E+01   2.500000000000E+01   6.130600000000E-02   0.000000000000E+00
  1.540000000000E+00   1.226160000000E+01   1.226160000000E+00   0.000000000000E+00   0.000000000000E+00   2.506130800000E+01   2.500000000000E+01   6.130800000000E-02   0.000000000000E+00
  1.550000000000E+00   1.226200000000E+01   1.226200000000E+00   0.000000000000E+00   0.000000000000E+00   2.506131000000E+01   2.500000000000E+01   6.131000000000E-02   0.000000000000E+00
  1.560000000000E+00   1.226240000000E+01   1.226240000000E+00   0.000000000000E+00   0.000000000000E+00   2.506131200000E+01   2.500000000000E+01   6.131200000000E-02   0.000000000000E+00
  1.570000000000E+00   1.226280000000E+01   1.226280000000E+00   0.000000000000E+00   0.000000000000E+00   2.506131400000E+01   2.500000000000E+01   6.131400000000E-02   0.000000000000E+00
  1.580000000000E+00   1.226320000000E+01   1.226320000000E+00   0.000000000000E+00   0.000000000000E+00   2.506131600000E+01   2.500000000000E+01   6.131600000000E-02   0.000000000000E+00
  1.590000000000E+00   1.226360000000E+01   1.226360000000E+00   0.000000000000E+00   0.000000000000E+00   2.506131800000E+01   2.500000000000E+01   6.131800000000E-02   0.000000000000E+00
  1.600000000000E+00   1.226400000000E+01   1.226400000000E+00   0.000000000000E+00   0.000000000000E+00   2.506132000000E+01   2.500000000000E+01   6.132000000000E-02   0.000000000000E+00
  1.610000000000E+00   1.226440000000E+01   1.226440000000E+00   0.000000000000E+00   0.000000000000E+00   2.506132200000E+01   2.500000000000E+01   6.132200000000E-02   0.000000000000E+00
  1.620000000000E+00   1.226480000000E+01   1.226480000000E+00   0.000000000000E+00   0.000000000000E+00   2.506132400000E+01   2.500000000000E+01   6.132400000000E-02   0.000000000000E+00
  1.630000000000E+00   1.226520000000E+01   1.226520000000E+00   0.000000000000E+00   0.000000000000E+00   2.506132600000E+01   2.500000000000E+01   6.132600000000E-02   0.000000000000E+00
  1.640000000000E+00   1.226560000000E+01   1.226560000000E+00   0.000000000000E+00   0.000000000000E+00   2.506132800000E+01   2.500000000000E+01   6.132800000000E-02   0.000000000000E+00
  1.650000000000E+00   1.226600000000E+01   1.226600000000E+00   0.000000000000E+00   0.000000000000E+00   2.506133000000E+01   2.500000000000E+01   6.133000000000E-02   0.000000000000E+00
  1.660000000000E+00   1.226640000000E+01   1.226640000000E+00   0.000000000000E+00   0.000000000000E+00   2.506133200000E+01   2.500000000000E+01   6.133200000000E-02   0.000000000000E+00
  1.670000000000E+00   1.226680000000E+01   1.226680000000E+00   0.000000000000E+00   0.000000000000E+00   2.506133400000E+01   2.500000000000E+01   6.133400000000E-02   0.000000000000E+00
  1.680000000000E+00   1.226720000000E+01   1.226720000000E+00   0.000000000000E+00   0.000000000000E+00   2.506133600000E+01   2.500000000000E+01   6.133600000000E-02   0.000000000000E+00
  1.690000000000E+00   1.226760000000E+01   1.226760000000E+00   0.000000000000E+00   0.000000000000E+00   2.506133800000E+01   2.500000000000E+01   6.133800000000E-02   0.000000000000E+00
  1.700000000000E+00   1.226800000000E+01   1.226800000000E+00   0.000000000000E+00   0.000000000000E+00   2.506134000000E+01   2.500000000000E+01   6.134000000000E-02   0.000000000000E+00
  1.710000000000E+00   1.226840000000E+01   1.226840000000E+00   0.000000000000E+00   0.000000000000E+00   2.506134200000E+01   2.500000000000E+01   6.134200000000E-02   0.000000000000E+00
  1.720000000000E+00   1.226880000000E+01   1.226880000000E+00   0.000000000000E+00   0.000000000000E+00   2.506134400000E+01   2.500000000000E+01   6.134400000000E-02   0.000000000000E+00
  1.730000000000E+00   1.226920000000E+01   1.226920000000E+00   0.000000000000E+00   0.000000000000E+00   2.506134600000E+01   2.500000000000E+01   6.134600000000E-02   0.000000000000E+00
  1.740000000000E+00   1.226960000000E+01   1.226960000000E+00   0.000000000000E+00   0.000000000000E+00   2.506134800000E+01   2.500000000000E+01   6.134800000000E-02   0.000000000000E+00
  1.750000000000E+00   1.227000000000E+01   1.227000000000E+00   0.000000000000E+00   0.000000000000E+00   2.506135000000E+01   2.500000000000E+01   6.135000000000E-02   0.000000000000E+00
  1.760000000000E+00   1.227040000000E+01   1.227040000000E+00   0.000000000000E+00   0.000000000000E+00   2.506135200000E+01   2.500000000000E+01   6.135200000000E-02   0.000000000000E+00
  1.770000000000E+00   1.227080000000E+01   1.227080000000E+00   0.000000000000E+00   0.000000000000E+00   2.506135400000E+01   2.500000000000E+01   6.135400000000E-02   0.000000000000E+00
  1.780000000000E+00   1.227120000000E+01   1.227120000000E+00   0.000000000000E+00   0.000000000000E+00   2.506135600000E+01   2.500000000000E+01   6.135600000000E-02   0.000000000000E+00
  1.790000000000E+00   1.227160000000E+01   1.227160000000E+00   0.000000000000E+00   0.000000000000E+00   2.506135800000E+01   2.500000000000E+01   6.135800000000E-02   0.000000000000E+00
  1.800000000000E+00   1.227200000000E+01   1.227200000000E+00   0.000000000000E+00   0.000000000000E+00   2.506136000000E+01   2.500000000000E+01   6.136000000000E-02   0.000000000000E+00
